Draft_Year,ID.Pick,Round,Round.Pick,Pick,Draft_Franchise,Franchise,Player_Name,Height,Player_Height,Height_Inches,Player_Weight_LBS,Player_College,Player_Birthday
1990,1.8,1,8,8,Clippers,Clippers,Bo Kimble,6'4'',6.3333308,76,190,Loyola Marymount,4/9/66
1990,1.9,1,9,9,Nuggets,Heat,Willie Burton,6'8'',6.666664,80,210,Minnesota,5/26/68
1990,1.1,1,1,10,Warriors,Hawks,Rumeal Robinson,6'2'',6.1666642,74,195,Michigan,11/13/66
1990,1.11,1,11,11,Hawks,Warriors,Tyrone Hill,6'9'',6.7499973,81,240,Xavier (OH),3/19/68
1990,1.12,1,12,12,Rockets,Heat,Alec Kessler,6'11'',6.9166639,83,230,Georgia,1/13/67
1990,1.13,1,13,13,Clippers,Clippers,Loy Vaught,6'9'',6.7499973,81,230,Michigan,2/27/68
1990,1.14,1,14,14,Kings,Kings,Travis Mays,6'2'',6.1666642,74,190,Texas,6/19/68
1990,1.15,1,15,15,Heat,Rockets,Dave Jamerson,6'5'',6.4166641,77,190,Ohio University,8/13/67
1990,1.16,1,16,16,Bucks,Bucks,Terry Mills,6'10'',6.8333306,82,230,Michigan,12/21/67
1990,1.17,1,17,17,Knicks,Knicks,Jerrod Mustaf,6'10'',6.8333306,82,238,Maryland,10/28/69
1990,1.18,1,18,18,Kings,Kings,Duane Causwell,7'0'',6.9999972,84,240,Temple,5/31/68
1990,1.19,1,19,19,Celtics,Celtics,Dee Brown,6'1'',6.0833309,73,160,Jacksonville,11/29/68
1990,1.2,1,2,20,Timberwolves,Timberwolves,Gerald Glass,6'5'',6.4166641,77,221,Mississippi,11/12/67
1990,1.21,1,21,21,Suns,Suns,Jayson Williams,6'9'',6.7499973,81,240,St. John's,2/22/68
1990,1.22,1,22,22,Nets,Nets,Tate George,6'5'',6.4166641,77,190,Connecticut,5/29/68
1990,1.23,1,23,23,Kings,Kings,Anthony Bonner,6'8'',6.666664,80,215,Saint Louis,6/8/68
1990,1.24,1,24,24,Spurs,Spurs,Dwayne Schintzius,7'1'',7.0833305,85,260,Florida,10/14/68
1990,1.25,1,25,25,Trail Blazers,Trail Blazers,Alaa Abdelnaby,6'10'',6.8333306,82,240,Duke,6/24/68
1990,1.26,1,26,26,Pistons,Pistons,Lance Blanks,6'4'',6.3333308,76,190,Texas,9/9/66
1990,1.27,1,27,27,Lakers,Lakers,Elden Campbell,6'11'',6.9166639,83,215,Clemson,7/23/68
1990,2.1,2,1,28,Hawks,Warriors,Les Jepsen,7'0'',6.9999972,84,237,Iowa,6/24/67
1990,2.2,2,2,29,Bulls,Bulls,Toni Kukoc,6'10'',6.8333306,82,192,none,9/18/68
1990,2.3,2,3,30,Heat,Rockets,Carl Herrera,6'9'',6.7499973,81,215,Houston,12/14/66
1990,2.4,2,4,31,Suns,Suns,Negele Knight,6'1'',6.0833309,73,175,Dayton,3/6/67
1990,2.5,2,5,32,76ers,76ers,Brian Oliver,6'4'',6.3333308,76,210,Georgia Tech,6/1/68
1990,2.6,2,6,33,Jazz,Jazz,Walter Palmer,7'1'',7.0833305,85,215,Dartmouth,10/23/68
1990,2.7,2,7,34,Warriors,Warriors,Kevin Pritchard,6'3'',6.2499975,75,180,Kansas,7/17/67
1990,2.8,2,8,35,Wizards,Wizards,Greg Foster,6'11'',6.9166639,83,240,UTEP,10/3/68
1990,2.9,2,9,36,Warriors,Hawks,Trevor Wilson,6'7'',6.5833307,79,210,UCLA,3/16/68
1990,2.1,2,1,37,Wizards,Wizards,A.J. English,6'3'',6.2499975,75,175,Virginia Union,7/11/67
1990,2.11,2,11,38,SuperSonics,Sonics,Jud Buechler,6'6'',6.4999974,78,220,Arizona,6/19/68
1990,2.12,2,12,39,Hornets,Hornets,Steve Scheffler,6'9'',6.7499973,81,250,Purdue,9/3/67
1990,2.13,2,13,40,Kings,Heat,Bimbo Coles,6'1'',6.0833309,73,180,Virginia Tech,4/22/68
1990,2.14,2,14,41,Warriors,Hawks,Steve Bardo,6'5'',6.4166641,77,190,Illinois,4/5/68
1990,2.15,2,15,42,Nuggets,Nuggets,Marcus Liberty,6'8'',6.666664,80,205,Illinois,10/27/68
1990,2.16,2,16,43,Spurs,Spurs,Tony Massenburg,6'9'',6.7499973,81,220,Maryland,7/13/67
1990,2.17,2,17,44,Bucks,Bucks,Steve Henson,5'11'',5.9166643,71,177,Kansas State,2/2/68
1990,2.18,2,18,45,Pacers,Pacers,Antonio Davis,6'9'',6.7499973,81,215,UTEP,10/31/68
1990,2.19,2,19,46,Pacers,Pacers,Kenny Williams,6'9'',6.7499973,81,205,Elizabeth City State(DNP),6/9/69
1990,2.2,2,2,47,76ers,76ers,Derek Strong,6'8'',6.666664,80,220,Xavier (OH),2/9/68
1990,2.21,2,21,48,Suns,Suns,Cedric Ceballos,6'6'',6.4999974,78,190,Cal. State-Fullerton,8/2/69
1990,2.22,2,22,49,Mavericks,Mavericks,Phil Henderson,6'4'',6.3333308,76,180,Duke,4/17/68
1990,2.23,2,23,50,Suns,Suns,Milos Babic,7'0'',6.9999972,84,240,Tennessee Tech,11/23/68
1990,2.24,2,24,51,Lakers,Lakers,Tony Smith,6'3'',6.2499975,75,185,Marquette,6/14/68
1990,2.25,2,25,52,Cavaliers,Cavaliers,Stephano Rusconi,6'9'',6.7499973,81,240,,10/2/68
1990,2.26,2,26,53,SuperSonics,Sonics,Abdul Shamsid-Deen,6'10'',6.8333306,82,220,Providence,8/1/68
1990,2.27,2,27,54,Spurs,Spurs,Sean Higgins,6'9'',6.7499973,81,205,Michigan,12/30/68
1989,1.1,1,1,1,Kings,Kings,Pervis Ellison,6'9'',6.7499973,81,210,Louisville,4/3/67
1989,1.2,1,2,2,Clippers,Clippers,Danny Ferry,6'10'',6.8333306,82,230,Duke,10/17/66
1989,1.3,1,3,3,Spurs,Spurs,Sean Elliott,6'8'',6.666664,80,205,Arizona,2/2/68
1989,1.4,1,4,4,Heat,Heat,Glen Rice,6'7'',6.5833307,79,215,Michigan,5/28/67
1989,1.5,1,5,5,Hornets,Hornets,J.R. Reid,6'9'',6.7499973,81,247,North Carolina,3/31/68
1989,1.6,1,6,6,Bulls,Bulls,Stacey King,6'11'',6.9166639,83,230,Oklahoma,1/29/67
1989,1.7,1,7,7,Pacers,Pacers,George McCloud,6'6'',6.4999974,78,205,Florida State,5/27/67
1989,1.8,1,8,8,Mavericks,Mavericks,Randy White,6'8'',6.666664,80,240,Louisiana Tech,11/4/67
1989,1.9,1,9,9,Wizards,Wizards,Tom Hammonds,6'9'',6.7499973,81,215,Georgia Tech,3/27/67
1989,1.1,1,1,10,Timberwolves,Timberwolves,Pooh Richardson,6'1'',6.0833309,73,180,UCLA,5/14/66
1989,1.11,1,11,11,Magic,Magic,Nick Anderson,6'6'',6.4999974,78,205,Illinois,1/20/68
1989,1.12,1,12,12,Nets,Nets,Mookie Blaylock,6'0'',5.9999976,72,180,Oklahoma,3/20/67
1989,1.13,1,13,13,Celtics,Celtics,Michael Smith,6'10'',6.8333306,82,225,Brigham Young,5/19/65
1989,1.14,1,14,14,Warriors,Warriors,Tim Hardaway,6'0'',5.9999976,72,175,UTEP,9/1/66
1989,1.15,1,15,15,Nuggets,Nuggets,Todd Lichti,6'4'',6.3333308,76,205,Stanford,1/8/67
1989,1.16,1,16,16,SuperSonics,Sonics,Dana Barros,5'11'',5.9166643,71,163,Boston College,4/13/67
1989,1.17,1,17,17,SuperSonics,Sonics,Shawn Kemp,6'10'',6.8333306,82,230,Trinity Valley CC (DNP),11/26/69
1989,1.18,1,18,18,Bulls,Bulls,B.J. Armstrong,6'2'',6.1666642,74,175,Iowa,9/9/67
1989,1.19,1,19,19,76ers,76ers,Kenny Payne,6'8'',6.666664,80,195,Louisville,11/25/66
1989,1.2,1,2,20,Bulls,Bulls,Jeff Sanders,6'8'',6.666664,80,225,Georgia Southern,1/14/66
1989,1.21,1,21,21,Jazz,Jazz,Blue Edwards,6'4'',6.3333308,76,200,East Carolina,10/31/65
1989,1.22,1,22,22,Trail Blazers,Trail Blazers,Byron Irvin,6'5'',6.4166641,77,190,Missouri,12/2/66
1989,1.23,1,23,23,Hawks,Hawks,Roy Marble,6'6'',6.4999974,78,190,Iowa,12/13/66
1989,1.24,1,24,24,Suns,Suns,Anthony Cook,6'9'',6.7499973,81,205,Arizona,3/19/67
1989,1.25,1,25,25,Cavaliers,Cavaliers,John Morton,6'3'',6.2499975,75,180,Seton Hall,5/18/67
1989,1.26,1,26,26,Lakers,Lakers,Vlade Divac,6'11'',6.9166639,83,243,none,2/3/68
1989,1.27,1,27,27,Pistons,Pistons,Kenny Battle,6'6'',6.4999974,78,210,Illinois,10/10/64
1989,2.1,2,1,28,Heat,Heat,Sherman Douglas,6'0'',5.9999976,72,180,Syracuse,9/15/66
1989,2.2,2,2,29,Hornets,Hornets,Dyron Nix,6'7'',6.5833307,79,210,Tennessee,2/11/67
1989,2.3,2,3,30,Bucks,Bucks,Frank Kornet,6'9'',6.7499973,81,225,Vanderbilt,1/27/67
1989,2.4,2,4,31,Clippers,Clippers,Jeff Martin,6'5'',6.4166641,77,195,Murray State,1/14/67
1989,2.5,2,5,32,Nets,Nets,Stanley Brundy,6'6'',6.4999974,78,210,DePaul,11/13/67
1989,2.6,2,6,33,Clippers,Clippers,Jay Edwards,6'4'',6.3333308,76,185,Indiana,1/3/69
1989,2.7,2,7,34,Timberwolves,Timberwolves,Gary Leonard,7'1'',7.0833305,85,250,Missouri,2/16/67
1989,2.8,2,8,35,Mavericks,Mavericks,Pat Durham,6'7'',6.5833307,79,210,Colorado State,3/10/67
1989,2.9,2,9,36,Trail Blazers,Trail Blazers,Cliff Robinson,6'10'',6.8333306,82,225,Connecticut,12/16/66
1989,2.1,2,1,37,Magic,Magic,Michael Ansley,6'7'',6.5833307,79,225,Alabama,2/8/67
1989,2.11,2,11,38,Timberwolves,Timberwolves,Doug West,6'6'',6.4999974,78,200,Villanova,5/27/67
1989,2.12,2,12,39,Wizards,Wizards,Ed Horton,6'8'',6.666664,80,230,Iowa,12/17/67
1989,2.13,2,13,40,Celtics,Celtics,Dino Radja,6'11'',6.9166639,83,225,none,4/24/67
1989,2.14,2,14,41,Wizards,Wizards,Doug Roth,6'11'',6.9166639,83,255,Tennessee,8/24/67
1989,2.15,2,15,42,Nuggets,Nuggets,Michael Cutright,,NA,NA,NA,,
1989,2.16,2,16,43,Cavaliers,Cavaliers,Chucky Brown,6'7'',6.5833307,79,214,North Carolina State,2/29/68
1989,2.17,2,17,44,76ers,76ers,Reggie Cross,,NA,NA,NA,,
1989,2.18,2,18,45,Heat,Heat,Scott Haffner,6'3'',6.2499975,75,180,Evansville,2/2/66
1989,2.19,2,19,46,Suns,Suns,Ricky Blanton,6'7'',6.5833307,79,215,LSU,4/21/66
1989,2.2,2,2,47,Nuggets,Nuggets,Reggie Turner,,NA,NA,NA,,
1989,2.21,2,21,48,Jazz,Jazz,Junie Lewis,,NA,NA,NA,,
1989,2.22,2,22,49,Hawks,Hawks,Haywoode Workman,6'2'',6.1666642,74,180,Oral Roberts,1/23/66
1989,2.23,2,23,50,Knicks,Knicks,Brian Quinnett,6'8'',6.666664,80,235,Washington State,5/30/66
1989,2.24,2,24,51,Suns,Suns,Mike Morrison,6'4'',6.3333308,76,195,Loyola (MD),8/16/67
1989,2.25,2,25,52,Suns,Suns,Greg Grant,5'7'',5.5833311,67,140,Trenton State,8/29/66
1989,2.26,2,26,53,Mavericks,Mavericks,Jeff Hodge,,NA,NA,NA,,
1989,2.27,2,27,54,76ers,76ers,Toney Mack,,NA,NA,NA,,
1988,1.1,1,1,1,Clippers,Clippers,Danny Manning,6'10'',6.8333306,82,230,Kansas,5/17/66
1988,1.2,1,2,2,Pacers,Pacers,Rik Smits,7'4'',7.3333304,88,250,Marist,8/23/66
1988,1.3,1,3,3,76ers,76ers,Charles Smith,6'10'',6.8333306,82,230,Pittsburgh,7/16/65
1988,1.4,1,4,4,Nets,Nets,Chris Morris,6'8'',6.666664,80,210,Auburn,1/20/66
1988,1.5,1,5,5,Warriors,Warriors,Mitch Richmond,6'5'',6.4166641,77,215,Kansas State,6/30/65
1988,1.6,1,6,6,Clippers,Clippers,Hersey Hawkins,6'3'',6.2499975,75,190,Bradley,9/29/66
1988,1.7,1,7,7,Suns,Suns,Tim Perry,6'9'',6.7499973,81,200,Temple,6/4/65
1988,1.8,1,8,8,Hornets,Hornets,Rex Chapman,6'4'',6.3333308,76,185,Kentucky,10/5/67
1988,1.9,1,9,9,Heat,Heat,Rony Seikaly,6'11'',6.9166639,83,230,Syracuse,5/10/65
1988,1.1,1,1,10,Spurs,Spurs,Willie Anderson,6'7'',6.5833307,79,190,Georgia,1/8/67
1988,1.11,1,11,11,Bulls,Bulls,Will Perdue,7'0'',6.9999972,84,240,Vanderbilt,8/29/65
1988,1.12,1,12,12,Wizards,Wizards,Harvey Grant,6'8'',6.666664,80,195,Oklahoma,7/4/65
1988,1.13,1,13,13,Bucks,Bucks,Jeff Grayer,6'5'',6.4166641,77,200,Iowa State,12/17/65
1988,1.14,1,14,14,Suns,Suns,Dan Majerle,6'6'',6.4999974,78,215,Central Michigan,9/9/65
1988,1.15,1,15,15,SuperSonics,Sonics,Gary Grant,6'3'',6.2499975,75,185,Michigan,4/21/65
1988,1.16,1,16,16,Rockets,Rockets,Derrick Chievous,6'7'',6.5833307,79,195,Missouri,7/3/67
1988,1.17,1,17,17,Jazz,Jazz,Eric Leckner,6'11'',6.9166639,83,265,Wyoming,5/27/66
1988,1.18,1,18,18,Kings,Kings,Rick Berry,6'8'',6.666664,80,205,San Jose State,10/6/64
1988,1.19,1,19,19,Knicks,Knicks,Rod Strickland,6'3'',6.2499975,75,175,DePaul,7/11/66
1988,1.2,1,2,20,Heat,Heat,Kevin Edwards,6'3'',6.2499975,75,190,DePaul,10/30/65
1988,1.21,1,21,21,Trail Blazers,Trail Blazers,Mark Bryant,6'9'',6.7499973,81,245,Seton Hall,4/25/65
1988,1.22,1,22,22,Cavaliers,Cavaliers,Randolph Keys,6'7'',6.5833307,79,195,Southern Mississippi,4/19/66
1988,1.23,1,23,23,Nuggets,Nuggets,Jerome Lane,6'6'',6.4999974,78,230,Pittsburgh,12/4/66
1988,1.24,1,24,24,Celtics,Celtics,Brian Shaw,6'6'',6.4999974,78,190,Cal. State-Santa Barbara,3/22/66
1988,1.25,1,25,25,Lakers,Lakers,David Rivers,6'0'',5.9999976,72,170,Notre Dame,1/20/65
1988,2.1,2,1,26,Trail Blazers,Trail Blazers,Rolando Ferreira,7'1'',7.0833305,85,240,Houston,5/24/64
1988,2.2,2,2,27,Spurs,Spurs,Shelton Jones,6'9'',6.7499973,81,210,St. John's,4/6/66
1988,2.3,2,3,28,Suns,Suns,Andrew Lang,6'11'',6.9166639,83,245,Arkansas,6/28/66
1988,2.4,2,4,29,Kings,Kings,Vinny Del Negro,6'4'',6.3333308,76,185,North Carolina State,8/9/66
1988,2.5,2,5,30,Pistons,Pistons,Fennis Dembo,6'5'',6.4166641,77,215,Wyoming,1/24/66
1988,2.6,2,6,31,76ers,76ers,Everette Stephens,6'2'',6.1666642,74,175,Purdue,10/21/66
1988,2.7,2,7,32,Nets,Nets,Charles Shackleford,6'10'',6.8333306,82,225,North Carolina State,4/22/66
1988,2.8,2,8,33,Heat,Heat,Grant Long,6'8'',6.666664,80,225,Eastern Michigan,3/12/66
1988,2.9,2,9,34,Hornets,Hornets,Tom Tolbert,6'7'',6.5833307,79,235,Arizona,10/16/65
1988,2.1,2,1,35,Heat,Heat,Sylvester Gray,6'6'',6.4999974,78,230,Memphis State,7/8/67
1988,2.11,2,11,36,Wizards,Wizards,Ledell Eackles,6'5'',6.4166641,77,220,New Orleans,11/24/66
1988,2.12,2,12,37,Knicks,Knicks,Greg Butler,6'11'',6.9166639,83,240,Stanford,3/11/66
1988,2.13,2,13,38,Suns,Suns,Dean Garrett,6'10'',6.8333306,82,225,Indiana,11/27/66
1988,2.14,2,14,39,Bucks,Bucks,Tito Horford,7'1'',7.0833305,85,245,Miami (FL),1/19/66
1988,2.15,2,15,40,Heat,Heat,Orlando Graham,6'8'',6.666664,80,220,Auburn-Montgomery,5/5/65
1988,2.16,2,16,41,Warriors,Warriors,Keith Smart,6'1'',6.0833309,73,175,Indiana,9/21/64
1988,2.17,2,17,42,Jazz,Jazz,Jeff Moe,,NA,NA,NA,,
1988,2.18,2,18,43,Nuggets,Nuggets,Todd Mitchell,6'7'',6.5833307,79,205,Purdue,7/26/66
1988,2.19,2,19,44,Hawks,Hawks,Anthony Taylor,6'4'',6.3333308,76,175,Oregon,11/30/65
1988,2.2,2,2,45,Clippers,Clippers,Tom Garrick,6'2'',6.1666642,74,185,Rhode Island,7/7/66
1988,2.21,2,21,46,Mavericks,Mavericks,Morlon Wiley,6'4'',6.3333308,76,185,Long Beach State,9/24/66
1988,2.22,2,22,47,Nuggets,Nuggets,Vernon Maxwell,6'4'',6.3333308,76,180,Florida,9/12/65
1988,2.23,2,23,48,Pistons,Pistons,Micheal Williams,6'2'',6.1666642,74,175,Baylor,7/23/66
1988,2.24,2,24,49,Mavericks,Mavericks,Jose Vargas,,NA,NA,NA,,
1988,2.25,2,25,50,Suns,Suns,Steve Kerr,6'3'',6.2499975,75,175,Arizona,9/27/65
1988,3.1,3,1,51,Clippers,Clippers,Robert Lock,6'9'',6.7499973,81,225,Kentucky,5/22/66
1988,3.2,3,2,52,Nets,Nets,Derrick Hamilton,,NA,NA,NA,,
1988,3.3,3,3,53,Trail Blazers,Trail Blazers,Anthony Mason,6'7'',6.5833307,79,250,Tennessee State,12/14/66
1988,3.4,3,4,54,Hawks,Hawks,Jorge Gonzalez,,NA,NA,NA,,
1988,3.5,3,5,55,Suns,Suns,Rodney Johns,,NA,NA,NA,,
1988,3.6,3,6,56,Spurs,Spurs,Barry Sumpter,6'11'',6.9166639,83,215,Austin Peay,11/11/65
1988,3.7,3,7,57,76ers,76ers,Herman Montenegro,,NA,NA,NA,,
1988,3.8,3,8,58,Hornets,Hornets,Jeff Moore,,NA,NA,NA,,
1988,3.9,3,9,59,Heat,Heat,Nate Johnston,6'8'',6.666664,80,210,Tampa,12/18/66
1988,3.1,3,1,60,Wizards,Wizards,Ed Davender,,NA,NA,NA,,
1988,3.11,3,11,61,Pacers,Pacers,Herbert Crook,,NA,NA,NA,,
1988,3.12,3,12,62,Bulls,Bulls,Derrick Lewis,,NA,NA,NA,,
1988,3.13,3,13,63,Bucks,Bucks,Mike Jones,,NA,NA,NA,,
1988,3.14,3,14,64,Cavaliers,Cavaliers,Winston Bennett,6'7'',6.5833307,79,210,Kentucky,2/9/65
1988,3.15,3,15,65,SuperSonics,Sonics,Corey Gaines,6'3'',6.2499975,75,195,Loyola Marymount,6/1/65
1988,3.16,3,16,66,Nuggets,Nuggets,Dwight Boyd,,NA,NA,NA,,
1988,3.17,3,17,67,Jazz,Jazz,Ricky Grace,6'1'',6.0833309,73,180,Oklahoma,8/20/67
1988,3.18,3,18,68,Hawks,Hawks,Darryl Middleton,,NA,NA,NA,,
1988,3.19,3,19,69,Knicks,Knicks,Phil Stinnie,,NA,NA,NA,,
1988,3.2,3,2,70,Mavericks,Mavericks,Jerry Johnson,,NA,NA,NA,,
1988,3.21,3,21,71,Trail Blazers,Trail Blazers,Craig Neal,6'5'',6.4166641,77,165,Georgia Tech,2/16/64
1988,3.22,3,22,72,Pistons,Pistons,Lee Johnson,,NA,NA,NA,,
1988,3.23,3,23,73,Pacers,Pacers,Michael Anderson,5'11'',5.9166643,71,184,Drexel,3/23/66
1988,3.24,3,24,74,Celtics,Celtics,Gerald Paddio,6'7'',6.5833307,79,205,UNLV,4/21/65
1988,3.25,3,25,75,Spurs,Spurs,Archie Marshall,,NA,NA,NA,,
1987,1.1,1,1,1,Spurs,Spurs,David Robinson,7'1'',7.0833305,85,235,Navy,8/6/65
1987,1.2,1,2,2,Suns,Suns,Armon Gilliam,6'9'',6.7499973,81,230,UNLV,5/28/64
1987,1.3,1,3,3,Nets,Nets,Dennis Hopson,6'5'',6.4166641,77,200,Ohio State,4/22/65
1987,1.4,1,4,4,Clippers,Clippers,Reggie Williams,6'7'',6.5833307,79,190,Georgetown,3/5/64
1987,1.5,1,5,5,SuperSonics,Sonics,Scottie Pippen,6'7'',6.5833307,79,210,Central Arkansas,9/25/65
1987,1.6,1,6,6,Kings,Kings,Kenny Smith,6'3'',6.2499975,75,170,North Carolina,3/8/65
1987,1.7,1,7,7,Cavaliers,Cavaliers,Kevin Johnson,6'1'',6.0833309,73,180,California,3/4/66
1987,1.8,1,8,8,Bulls,Bulls,Olden Polynice,6'11'',6.9166639,83,220,Virginia,11/21/64
1987,1.9,1,9,9,SuperSonics,Sonics,Derrick McKey,6'9'',6.7499973,81,205,Alabama,10/10/66
1987,1.1,1,1,10,Bulls,Bulls,Horace Grant,6'10'',6.8333306,82,215,Clemson,7/4/65
1987,1.11,1,11,11,Pacers,Pacers,Reggie Miller,6'7'',6.5833307,79,185,UCLA,8/24/65
1987,1.12,1,12,12,Wizards,Wizards,Tyrone Bogues,5'3'',5.2499979,63,136,Wake Forest,1/9/65
1987,1.13,1,13,13,Clippers,Clippers,Joe Wolf,6'11'',6.9166639,83,230,North Carolina,12/17/64
1987,1.14,1,14,14,Warriors,Warriors,Tellis Frank,6'10'',6.8333306,82,225,Western Kentucky,4/26/65
1987,1.15,1,15,15,Jazz,Jazz,Jose Ortiz,6'10'',6.8333306,82,225,Oregon State,10/25/63
1987,1.16,1,16,16,76ers,76ers,Christian Welp,7'0'',6.9999972,84,245,Washington,1/2/64
1987,1.17,1,17,17,Trail Blazers,Trail Blazers,Ronnie Murphy,6'5'',6.4166641,77,225,Jacksonville,7/29/64
1987,1.18,1,18,18,Knicks,Knicks,Mark Jackson,6'1'',6.0833309,73,180,St. John's,4/1/65
1987,1.19,1,19,19,Clippers,Clippers,Ken Norman,6'8'',6.666664,80,215,Illinois,9/5/64
1987,1.2,1,2,20,Mavericks,Mavericks,Jim Farmer,6'4'',6.3333308,76,190,Alabama,9/23/64
1987,1.21,1,21,21,Hawks,Hawks,Dallas Comegys,6'9'',6.7499973,81,205,DePaul,8/17/64
1987,1.22,1,22,22,Celtics,Celtics,Reggie Lewis,6'7'',6.5833307,79,195,Northeastern,11/21/65
1987,1.23,1,23,23,Spurs,Spurs,Greg Anderson,6'10'',6.8333306,82,230,Houston,6/22/64
1987,2.1,2,1,24,Pistons,Pistons,Fred Banks,,NA,NA,NA,,
1987,2.2,2,2,25,Knicks,Knicks,Ron Moore,7'0'',6.9999972,84,260,West Virginia State,1/16/62
1987,2.3,2,3,26,Mavericks,Mavericks,Steve Alford,6'2'',6.1666642,74,183,Indiana,11/23/64
1987,2.4,2,4,27,Spurs,Spurs,Nate Blackwell,6'4'',6.3333308,76,170,Temple,2/15/65
1987,2.5,2,5,28,Bulls,Bulls,Rickie Winslow,6'8'',6.666664,80,225,Houston,7/26/64
1987,2.6,2,6,29,Trail Blazers,Trail Blazers,Lester Fonville,,NA,NA,NA,,
1987,2.7,2,7,30,Trail Blazers,Trail Blazers,Nikita Wilson,6'8'',6.666664,80,200,LSU,2/25/64
1987,2.8,2,8,31,Nuggets,Nuggets,Andre Moore,6'9'',6.7499973,81,215,Loyola (IL),7/2/64
1987,2.9,2,9,32,Bucks,Bucks,Bob McCann,,NA,NA,NA,,
1987,2.1,2,1,33,Bulls,Bulls,Tony White,6'2'',6.1666642,74,170,Tennessee,2/15/65
1987,2.11,2,11,34,Pacers,Pacers,Brian Rowsom,6'9'',6.7499973,81,220,UNC-Wilmington,10/23/65
1987,2.12,2,12,35,Rockets,Rockets,Doug Lee,6'5'',6.4166641,77,200,Purdue,10/24/64
1987,2.13,2,13,36,Wizards,Wizards,Duane Washington,6'4'',6.3333308,76,195,Middle Tennessee State,8/31/64
1987,2.14,2,14,37,Wizards,Wizards,Derrick Dowell,,NA,NA,NA,,
1987,2.15,2,15,38,Clippers,Clippers,Norris Coleman,6'8'',6.666664,80,210,Kansas,9/27/61
1987,2.16,2,16,39,76ers,76ers,Vincent Askew,6'6'',6.4999974,78,210,Memphis State,2/28/66
1987,2.17,2,17,40,Bucks,Bucks,Winston Garland,6'2'',6.1666642,74,170,SW Missouri State,12/19/64
1987,2.18,2,18,41,Cavaliers,Cavaliers,Kannard Johnson,6'9'',6.7499973,81,220,Western Kentucky,6/24/65
1987,2.19,2,19,42,Hawks,Hawks,Terence Bailey,,NA,NA,NA,,
1987,2.2,2,2,43,76ers,76ers,Andrew Kennedy,,NA,NA,NA,,
1987,2.21,2,21,44,Hawks,Hawks,Terry Coner,,NA,NA,NA,,
1987,2.22,2,22,45,Celtics,Celtics,Brad Lohaus,6'11'',6.9166639,83,230,Iowa,9/29/64
1987,2.23,2,23,46,Suns,Suns,Bruce Dalrymple,,NA,NA,NA,,
1987,3.1,3,1,47,Clippers,Clippers,Tim McCalister,,NA,NA,NA,,
1987,3.2,3,2,48,Nets,Nets,Jamie Waller,6'4'',6.3333308,76,215,Virginia Union,11/20/64
1987,3.3,3,3,49,Knicks,Knicks,Jerome Batiste,,NA,NA,NA,,
1987,3.4,3,4,50,Spurs,Spurs,Phil Zevenbergen,6'10'',6.8333306,82,230,Washington,4/13/64
1987,3.5,3,5,51,Kings,Kings,Sven Myer,,NA,NA,NA,,
1987,3.6,3,6,52,Cavaliers,Cavaliers,Donald Royal,6'8'',6.666664,80,210,Notre Dame,5/22/66
1987,3.7,3,7,53,Suns,Suns,Winston Crite,6'7'',6.5833307,79,233,Texas A&M,6/20/65
1987,3.8,3,8,54,Nuggets,Nuggets,Tom Schafer,,NA,NA,NA,,
1987,3.9,3,9,55,SuperSonics,Sonics,Tommy Amaker,,NA,NA,NA,,
1987,3.1,3,1,56,Bulls,Bulls,John Fox,,NA,NA,NA,,
1987,3.11,3,11,57,76ers,76ers,Hansi Gnad,,NA,NA,NA,,
1987,3.12,3,12,58,Warriors,Warriors,Darryl Johnson,6'1'',6.0833309,73,170,Michigan State,10/26/65
1987,3.13,3,13,59,Wizards,Wizards,Danny Pearson,,NA,NA,NA,,
1987,3.14,3,14,60,Pacers,Pacers,Sean Couch,,NA,NA,NA,,
1987,3.15,3,15,61,Jazz,Jazz,Clarence Martin,,NA,NA,NA,,
1987,3.16,3,16,62,76ers,76ers,Eric Riggins,,NA,NA,NA,,
1987,3.17,3,17,63,Trail Blazers,Trail Blazers,Kevin Gamble,6'5'',6.4166641,77,210,Iowa,11/13/65
1987,3.18,3,18,64,Bucks,Bucks,JJ Weber,,NA,NA,NA,,
1987,3.19,3,19,65,Pistons,Pistons,Eric White,6'8'',6.666664,80,200,Pepperdine,12/30/65
1987,3.2,3,2,66,Mavericks,Mavericks,Mike Richmond,,NA,NA,NA,,
1987,3.21,3,21,67,Hawks,Hawks,Song Tao,,NA,NA,NA,,
1987,3.22,3,22,68,Jazz,Jazz,Billy Donovan,5'11'',5.9166643,71,171,Providence,5/30/65
1987,3.23,3,23,69,Lakers,Lakers,Willie Glass,,NA,NA,NA,,
1987,4.1,4,1,70,Celtics,Celtics,Tom Sheehey,,NA,NA,NA,,
1987,4.2,4,2,71,Knicks,Knicks,Mike Morgan,,NA,NA,NA,,
1987,4.3,4,3,72,Nets,Nets,Andrew Moten,,NA,NA,NA,,
1987,4.4,4,4,73,Spurs,Spurs,Todd May,,NA,NA,NA,,
1987,4.5,4,5,74,Kings,Kings,Joe Arlauckas,6'9'',6.7499973,81,230,Niagara,7/20/65
1987,4.6,4,6,75,Cavaliers,Cavaliers,Chris Dudley,6'11'',6.9166639,83,235,Yale,2/22/65
1987,4.7,4,7,76,Suns,Suns,Steve Beck,,NA,NA,NA,,
