Draft_Year,ID.Pick,Round,Round.Pick,Pick,Draft_Franchise,Franchise,Player_Name,Height,Player_Height,Height_Inches,Player_Weight_LBS,Player_College,Player_Birthday
1979,6.18,6,18,126,Kings,Kings,Bob Roma,,NA,NA,NA,,
1979,6.19,6,19,127,Suns,Suns,Dale Shackelford,,NA,NA,NA,,
1979,6.2,6,2,128,Wizards,Wizards,Garcia Hopkins,,NA,NA,NA,,
1979,7.1,7,1,129,Jazz,Jazz,Paul Poe,,NA,NA,NA,,
1979,7.2,7,2,130,Celtics,Celtics,Steve Castellan,,NA,NA,NA,,
1979,7.3,7,3,131,Cavaliers,Cavaliers,Steve Skaggs,,NA,NA,NA,,
1979,7.4,7,4,132,Pistons,Pistons,Ken Jones,,NA,NA,NA,,
1979,7.5,7,5,133,Bulls,Bulls,Mike Eversley,,NA,NA,NA,,
1979,7.6,7,6,134,Knicks,Knicks,Marc Coleman,,NA,NA,NA,,
1979,7.7,7,7,135,Nets,Nets,Jim Strickland,,NA,NA,NA,,
1979,7.8,7,8,136,Pacers,Pacers,Dirk Ewing,,NA,NA,NA,,
1979,7.9,7,9,137,Warriors,Warriors,Ren Watson,,NA,NA,NA,,
1979,7.1,7,1,138,Bucks,Bucks,Stan Ray,,NA,NA,NA,,
1979,7.11,7,11,139,Clippers,Clippers,Jene Grey,,NA,NA,NA,,
1979,7.12,7,12,140,Trail Blazers,Trail Blazers,Jeff Tropf,,NA,NA,NA,,
1979,7.13,7,13,141,Hawks,Hawks,Tim Waterman,,NA,NA,NA,,
1979,7.14,7,14,142,76ers,76ers,Bobby Willis,,NA,NA,NA,,
1979,7.15,7,15,143,Rockets,Rockets,Rich Valavicius,,NA,NA,NA,,
1979,7.16,7,16,144,Nuggets,Nuggets,John Johnson,,NA,NA,NA,,
1979,7.17,7,17,145,Kings,Kings,Nick Daniels,,NA,NA,NA,,
1979,7.18,7,18,146,Spurs,Spurs,Tyrone Branyan,,NA,NA,NA,,
1979,7.19,7,19,147,Suns,Suns,Ollie Matson,,NA,NA,NA,,
1979,8.1,8,1,148,Jazz,Jazz,Keith McDonald,,NA,NA,NA,,
1979,8.2,8,2,149,Celtics,Celtics,Glenn Sudhop,,NA,NA,NA,,
1979,8.3,8,3,150,Pistons,Pistons,Rodney Lee,,NA,NA,NA,,
1979,8.4,8,4,151,Cavaliers,Cavaliers,Mark Haymore,,NA,NA,NA,,
1979,8.5,8,5,152,Knicks,Knicks,Billy Tucker,,NA,NA,NA,,
1979,8.6,8,6,153,Bulls,Bulls,Tony Warren,,NA,NA,NA,,
1979,8.7,8,7,154,Nets,Nets,Henry Hollingsworth,,NA,NA,NA,,
1979,8.8,8,8,155,Warriors,Warriors,Mario Butler,,NA,NA,NA,,
1979,8.9,8,9,156,Bucks,Bucks,Larry Spicer,,NA,NA,NA,,
1979,8.1,8,1,157,Pacers,Pacers,Brian Magid,,NA,NA,NA,,
1979,8.11,8,11,158,Clippers,Clippers,Renaldo Lawrence,,NA,NA,NA,,
1979,8.12,8,12,159,Trail Blazers,Trail Blazers,Willie Pounds,,NA,NA,NA,,
1979,8.13,8,13,160,Hawks,Hawks,John Goedeke,,NA,NA,NA,,
1979,8.14,8,14,161,Rockets,Rockets,Delbert Watson,,NA,NA,NA,,
1979,8.15,8,15,162,Nuggets,Nuggets,Matt Teahan,,NA,NA,NA,,
1979,8.16,8,16,163,76ers,76ers,Rick Raivio,,NA,NA,NA,,
1979,8.17,8,17,164,Kings,Kings,Tony Vann,,NA,NA,NA,,
1979,8.18,8,18,165,Suns,Suns,Charles Jones,6'9'',6.7499973,81,215,Albany State (GA),4/3/57
1979,8.19,8,19,166,Wizards,Wizards,Jo Jo Walters,,NA,NA,NA,,
1979,9.1,9,1,167,Jazz,Jazz,Milt Huggins,,NA,NA,NA,,
1979,9.2,9,2,168,Celtics,Celtics,Kevin Sinnett,,NA,NA,NA,,
1979,9.3,9,3,169,Cavaliers,Cavaliers,Tim Joyce,,NA,NA,NA,,
1979,9.4,9,4,170,Pistons,Pistons,Val Bracey,,NA,NA,NA,,
1979,9.5,9,5,171,Bulls,Bulls,James Jackson,,NA,NA,NA,,
1979,9.6,9,6,172,Knicks,Knicks,Brett Wyatt,,NA,NA,NA,,
1979,9.7,9,7,173,Nets,Nets,Ricky Free,,NA,NA,NA,,
1979,9.8,9,8,174,Bucks,Bucks,Roger Lapham,,NA,NA,NA,,
1979,9.9,9,9,175,Warriors,Warriors,Gene Ransom,,NA,NA,NA,,
1979,9.1,9,1,176,Clippers,Clippers,Mike Dodd,,NA,NA,NA,,
1979,9.11,9,11,177,Trail Blazers,Trail Blazers,Stan Eckwood,,NA,NA,NA,,
1979,9.12,9,12,178,Hawks,Hawks,Cedric Oliver,,NA,NA,NA,,
1979,9.13,9,13,179,Nuggets,Nuggets,Emmett Lewis,,NA,NA,NA,,
1979,9.14,9,14,180,76ers,76ers,Coby Leavitt,,NA,NA,NA,,
1979,9.15,9,15,181,Kings,Kings,Gary Wilson,,NA,NA,NA,,
1979,9.16,9,16,182,Spurs,Spurs,Eddie McLeod,,NA,NA,NA,,
1979,9.17,9,17,183,Suns,Suns,Hosea Champine,,NA,NA,NA,,
1979,9.18,9,18,184,Wizards,Wizards,Ray Hooker,,NA,NA,NA,,
1979,10.1,10,1,185,Jazz,Jazz,Paul Dawkins,6'5'',6.4166641,77,190,Northern Illinois,6/10/57
1979,10.2,10,2,186,Celtics,Celtics,Alton Byrd,,NA,NA,NA,,
1979,10.3,10,3,187,Pistons,Pistons,Willie Polk,,NA,NA,NA,,
1979,10.4,10,4,188,Cavaliers,Cavaliers,Terry Peavy,,NA,NA,NA,,
1979,10.5,10,5,189,Knicks,Knicks,Gordon Thomas,,NA,NA,NA,,
1979,10.6,10,6,190,Bulls,Bulls,Marvin Thoms,,NA,NA,NA,,
1979,10.7,10,7,191,Nets,Nets,Eric Fleisher,,NA,NA,NA,,
1979,10.8,10,8,192,Warriors,Warriors,Kevin Heenan,,NA,NA,NA,,
1979,10.9,10,9,193,Bucks,Bucks,Chris Fahrbach,,NA,NA,NA,,
1979,10.1,10,1,194,Clippers,Clippers,Greg Hunter,,NA,NA,NA,,
1979,10.11,10,11,195,Trail Blazers,Trail Blazers,Kelvin Small,,NA,NA,NA,,
1979,10.12,10,12,196,Hawks,Hawks,Chad Nelson,,NA,NA,NA,,
1979,10.13,10,13,197,Bulls,Bulls,Cortez Collins,,NA,NA,NA,,
1979,10.14,10,14,198,76ers,76ers,Keith McCord,6'7'',6.5833307,79,210,Alabama-Birmingham,6/22/57
1979,10.15,10,15,199,Spurs,Spurs,Glen Fine,,NA,NA,NA,,
1979,10.16,10,16,200,Kings,Kings,Russell Saunders,,NA,NA,NA,,
1979,10.17,10,17,201,Suns,Suns,Korky Nelson,,NA,NA,NA,,
1979,10.18,10,18,202,Wizards,Wizards,Steve Martin,,NA,NA,NA,,
1978,1.1,1,1,1,Trail Blazers,Trail Blazers,Mychal Thompson,6'10'',6.8333306,82,226,Minnesota,1/30/55
1978,1.2,1,2,2,Kings,Kings,Phil Ford,6'2'',6.1666642,74,175,North Carolina,2/9/56
1978,1.3,1,3,3,Pacers,Pacers,Rick Robey,6'11'',6.9166639,83,230,Kentucky,1/30/56
1978,1.4,1,4,4,Knicks,Knicks,Micheal Richardson,6'5'',6.4166641,77,189,Montana,4/11/55
1978,1.5,1,5,5,Warriors,Warriors,Purvis Short,6'7'',6.5833307,79,210,Jackson State,7/2/57
1978,1.6,1,6,6,Celtics,Celtics,Larry Bird,6'9'',6.7499973,81,220,Indiana State,12/7/56
1978,1.7,1,7,7,Trail Blazers,Trail Blazers,Ron Brewer,6'4'',6.3333308,76,180,Arkansas,9/16/55
1978,1.8,1,8,8,Celtics,Celtics,Freeman Williams,6'4'',6.3333308,76,190,Portland State,5/15/56
1978,1.9,1,9,9,Bulls,Bulls,Reggie Theus,6'6'',6.4999974,78,190,UNLV,10/13/57
1978,1.1,1,1,10,Hawks,Hawks,Butch Lee,6'0'',5.9999976,72,185,Marquette,12/5/56
1978,1.11,1,11,11,Jazz,Jazz,James Hardy,6'8'',6.666664,80,220,San Francisco,12/1/56
1978,1.12,1,12,12,Bucks,Bucks,George Johnson,6'7'',6.5833307,79,210,St. John's,12/8/56
1978,1.13,1,13,13,Nets,Nets,Winford Boynes,,NA,NA,NA,,
1978,1.14,1,14,14,Wizards,Wizards,Roger Phegley,6'6'',6.4999974,78,205,Bradley,10/16/56
1978,1.15,1,15,15,Cavaliers,Cavaliers,Mike Mitchell,6'7'',6.5833307,79,215,Auburn,1/1/56
1978,1.16,1,16,16,Hawks,Hawks,Jack Givens,6'5'',6.4166641,77,205,Kentucky,9/21/56
1978,1.17,1,17,17,Nuggets,Nuggets,Rod Griffin,,NA,NA,NA,,
1978,1.18,1,18,18,Wizards,Wizards,Dave Corzine,6'11'',6.9166639,83,250,DePaul,4/25/56
1978,1.19,1,19,19,Suns,Suns,Marty Byrnes,6'7'',6.5833307,79,215,Syracuse,4/30/56
1978,1.2,1,2,20,Spurs,Spurs,Frank Sanders,6'6'',6.4999974,78,200,Southern,1/23/57
1978,1.21,1,21,21,Nuggets,Nuggets,Mike Evans,6'1'',6.0833309,73,170,Kansas State,4/19/55
1978,1.22,1,22,22,Warriors,Warriors,Ray Townsend,6'3'',6.2499975,75,175,UCLA,12/20/55
1978,2.1,2,1,23,Pistons,Pistons,Terry Tyler,6'7'',6.5833307,79,215,Detroit,10/30/56
1978,2.2,2,2,24,Trail Blazers,Trail Blazers,Keith Herron,6'6'',6.4999974,78,195,Villanova,6/14/56
1978,2.3,2,3,25,Hawks,Hawks,Rick Wilson,6'4'',6.3333308,76,200,Louisville,2/7/56
1978,2.4,2,4,26,Lakers,Lakers,Ron Carter,6'5'',6.4166641,77,190,VMI,8/31/56
1978,2.5,2,5,27,Pacers,Pacers,Wayne Radford,6'3'',6.2499975,75,205,Indiana,5/29/56
1978,2.6,2,6,28,Rockets,Rockets,Buster Matheney,,NA,NA,NA,,
1978,2.7,2,7,29,Pistons,Pistons,John Long,6'5'',6.4166641,77,195,Detroit,8/28/56
1978,2.8,2,8,30,Celtics,Celtics,Jeff Judkins,6'6'',6.4999974,78,185,Utah,3/23/56
1978,2.9,2,9,31,Bulls,Bulls,Marvin Johnson,,NA,NA,NA,,
1978,2.1,2,1,32,Knicks,Knicks,John Rudd,6'7'',6.5833307,79,230,McNeese State,8/7/55
1978,2.11,2,11,33,Cavaliers,Cavaliers,Harry Davis,6'7'',6.5833307,79,220,Florida State,1/27/56
1978,2.12,2,12,34,Knicks,Knicks,Greg Bunch,6'6'',6.4999974,78,190,Cal. State-Fullerton,5/15/56
1978,2.13,2,13,35,Jazz,Jazz,Tom Green,6'2'',6.1666642,74,185,Southern,4/8/56
1978,2.14,2,14,36,76ers,76ers,Maurice Cheeks,6'1'',6.0833309,73,180,West Texas State,9/8/56
1978,2.15,2,15,37,Wizards,Wizards,Terry Sykes,,NA,NA,NA,,
1978,2.16,2,16,38,Lakers,Lakers,Lew Massey,,NA,NA,NA,,
1978,2.17,2,17,39,SuperSonics,Sonics,James Lee,,NA,NA,NA,,
1978,2.18,2,18,40,Warriors,Warriors,Wayne Cooper,6'10'',6.8333306,82,220,New Orleans,11/16/56
1978,2.19,2,19,41,Clippers,Clippers,Jerome Whitehead,6'10'',6.8333306,82,220,Marquette,9/30/56
1978,2.2,2,2,42,SuperSonics,Sonics,Kevin McDonald,,NA,NA,NA,,
1978,2.21,2,21,43,76ers,76ers,Glenn Hagan,6'0'',5.9999976,72,170,St. Bonaventure,6/25/55
1978,2.22,2,22,44,Trail Blazers,Trail Blazers,Clemon Johnson,6'10'',6.8333306,82,240,Florida A&M,9/12/56
1978,3.1,3,1,45,Nets,Nets,Mike Phillips,,NA,NA,NA,,
1978,3.2,3,2,46,Nuggets,Nuggets,Hollis Copeland,6'6'',6.4999974,78,180,Rutgers,12/20/55
1978,3.3,3,3,47,Rockets,Rockets,Billy Bates,6'4'',6.3333308,76,210,Kentucky State,5/31/56
1978,3.4,3,4,48,Clippers,Clippers,Mike Santos,,NA,NA,NA,,
1978,3.5,3,5,49,Kings,Kings,Jeff Cook,6'10'',6.8333306,82,215,Idaho State,10/21/56
1978,3.6,3,6,50,Celtics,Celtics,Dana Skinner,,NA,NA,NA,,
1978,3.7,3,7,51,Clippers,Clippers,Ricky Gallon,,NA,NA,NA,,
1978,3.8,3,8,52,Kings,Kings,Mike Russell,,NA,NA,NA,,
1978,3.9,3,9,53,Bulls,Bulls,Randy Ayers,,NA,NA,NA,,
1978,3.1,3,1,54,Hawks,Hawks,Steve Grant,,NA,NA,NA,,
1978,3.11,3,11,55,Knicks,Knicks,Marc Iavaroni,6'8'',6.666664,80,210,Virginia,9/15/56
1978,3.12,3,12,56,Warriors,Warriors,Steve Neff,,NA,NA,NA,,
1978,3.13,3,13,57,Cavaliers,Cavaliers,Ken Higgs,6'0'',5.9999976,72,180,LSU,1/31/55
1978,3.14,3,14,58,Wizards,Wizards,Rick Apke,,NA,NA,NA,,
1978,3.15,3,15,59,Bucks,Bucks,Pat Cummings,6'9'',6.7499973,81,230,Cincinnati,7/11/56
1978,3.16,3,16,60,Lakers,Lakers,Michael Cooper,6'5'',6.4166641,77,170,New Mexico,4/15/56
1978,3.17,3,17,61,SuperSonics,Sonics,Dave Baxter,,NA,NA,NA,,
1978,3.18,3,18,62,Nets,Nets,Dave Batton,6'10'',6.8333306,82,240,Notre Dame,3/26/56
1978,3.19,3,19,63,Suns,Suns,Joel Kramer,6'7'',6.5833307,79,203,San Diego State,11/30/55
1978,3.2,3,2,64,Spurs,Spurs,Gerald Henderson,6'2'',6.1666642,74,175,Virginia Commonwealth,1/16/56
1978,3.21,3,21,65,Clippers,Clippers,Marvin Dalph,,NA,NA,NA,,
1978,3.22,3,22,66,Trail Blazers,Trail Blazers,Sterling Edmunds,,NA,NA,NA,,
1978,4.1,4,1,67,Rockets,Rockets,Jackie Robinson,6'6'',6.4999974,78,210,UNLV,5/20/55
1978,4.2,4,2,68,Clippers,Clippers,Jim Boylan,,NA,NA,NA,,
1978,4.3,4,3,69,Rockets,Rockets,Joel Thompson,,NA,NA,NA,,
1978,4.4,4,4,70,Kings,Kings,Jeffrey Crompton,6'11'',6.9166639,83,280,North Carolina,7/4/55
1978,4.5,4,5,71,Pacers,Pacers,Ricky Lee,,NA,NA,NA,,
1978,4.6,4,6,72,Celtics,Celtics,Dave Nelson,,NA,NA,NA,,
1978,4.7,4,7,73,Clippers,Clippers,Larry Harris,,NA,NA,NA,,
1978,4.8,4,8,74,Jazz,Jazz,Mel Davis,,NA,NA,NA,,
1978,4.9,4,9,75,Jazz,Jazz,Jeff Covington,,NA,NA,NA,,
1978,4.1,4,1,76,Clippers,Clippers,Leroy McDonald,,NA,NA,NA,,
1978,4.11,4,11,77,Warriors,Warriors,Derrick Jackson,,NA,NA,NA,,
1978,4.12,4,12,78,Cavaliers,Cavaliers,Stan Rome,,NA,NA,NA,,
1978,4.13,4,13,79,Knicks,Knicks,Erving Giddings,,NA,NA,NA,,
1978,4.14,4,14,80,Bucks,Bucks,Otis Howard,6'7'',6.5833307,79,220,Austin Peay,11/5/56
1978,4.15,4,15,81,Wizards,Wizards,Larry Boston,,NA,NA,NA,,
1978,4.16,4,16,82,Lakers,Lakers,Harold Robertson,,NA,NA,NA,,
1978,4.17,4,17,83,SuperSonics,Sonics,Billy Lewis,,NA,NA,NA,,
1978,4.18,4,18,84,Nets,Nets,Walter Jordan,6'7'',6.5833307,79,198,Purdue,2/19/56
1978,4.19,4,19,85,Suns,Suns,Bob Miller,,NA,NA,NA,,
1978,4.2,4,2,86,Spurs,Spurs,Rich Adams,,NA,NA,NA,,
1978,4.21,4,21,87,76ers,76ers,Brett Vroman,7'0'',6.9999972,84,220,UNLV,12/25/55
1978,4.22,4,22,88,Suns,Suns,Wayne Smith,,NA,NA,NA,,
1978,5.1,5,1,89,Nets,Nets,Cecile Rose,,NA,NA,NA,,
1978,5.2,5,2,90,Clippers,Clippers,David Thompson,,NA,NA,NA,,
1978,5.3,5,3,91,Rockets,Rockets,Gary Goodner,,NA,NA,NA,,
1978,5.4,5,4,92,Pacers,Pacers,James Sparrow,,NA,NA,NA,,
1978,5.5,5,5,93,Kings,Kings,Derick Clairborne,,NA,NA,NA,,
1978,5.6,5,6,94,Celtics,Celtics,Greg Tynes,,NA,NA,NA,,
1978,5.7,5,7,95,Pistons,Pistons,Dave Caligaris,,NA,NA,NA,,
1978,5.8,5,8,96,Jazz,Jazz,Donald Williams,6'2'',6.1666642,74,180,Notre Dame,8/2/56
1978,5.9,5,9,97,Bulls,Bulls,Ron Anthony,,NA,NA,NA,,
1978,5.1,5,1,98,Hawks,Hawks,Chris Potter,,NA,NA,NA,,
1978,5.11,5,11,99,Cavaliers,Cavaliers,Ken Koenigs,,NA,NA,NA,,
1978,5.12,5,12,100,Knicks,Knicks,Greg Green,,NA,NA,NA,,
1978,5.13,5,13,101,Warriors,Warriors,Bubba Wilson,,NA,NA,NA,,
1978,5.14,5,14,102,Wizards,Wizards,Roger Dickens,,NA,NA,NA,,
1978,5.15,5,15,103,Bucks,Bucks,Russ Coleman,,NA,NA,NA,,
1978,5.16,5,16,104,Lakers,Lakers,Carlos Terry,6'4'',6.3333308,76,210,Winston-Salem State,6/22/56
1978,5.17,5,17,105,SuperSonics,Sonics,Ralph Drollinger,7'2'',7.1666638,86,250,UCLA,4/20/54
1978,5.18,5,18,106,Nuggets,Nuggets,Michael Edwards,,NA,NA,NA,,
1978,5.19,5,19,107,Suns,Suns,Andre Wakefield,6'2'',6.1666642,74,175,Loyola (IL),1/11/55
1978,5.2,5,2,108,Spurs,Spurs,Eugene Parker,,NA,NA,NA,,
1978,5.21,5,21,109,76ers,76ers,Mark Haymoore,,NA,NA,NA,,
1978,5.22,5,22,110,Trail Blazers,Trail Blazers,Clay Johnson,6'4'',6.3333308,76,175,Missouri,7/18/56
1978,6.1,6,1,111,Nets,Nets,Golie Augustus,,NA,NA,NA,,
1978,6.2,6,2,112,Clippers,Clippers,Bob Miscevicious,,NA,NA,NA,,
1978,6.3,6,3,113,Rockets,Rockets,Eddie Chavez,,NA,NA,NA,,
1978,6.4,6,4,114,Kings,Kings,Jim Krivacs,,NA,NA,NA,,
1978,6.5,6,5,115,Pacers,Pacers,Sherman Dillard,,NA,NA,NA,,
1978,6.6,6,6,116,Celtics,Celtics,Dave Winey,,NA,NA,NA,,
1978,6.7,6,7,117,Pistons,Pistons,Audie Matthews,,NA,NA,NA,,
1978,6.8,6,8,118,Jazz,Jazz,John Douglas,6'2'',6.1666642,74,170,Kansas,6/12/56
1978,6.9,6,9,119,Bulls,Bulls,John Shoemaker,,NA,NA,NA,,
1978,6.1,6,1,120,Hawks,Hawks,Gerald Glover,,NA,NA,NA,,
1978,6.11,6,11,121,Knicks,Knicks,Ed Warren,,NA,NA,NA,,
1978,6.12,6,12,122,Warriors,Warriors,Buzz Hartnett,,NA,NA,NA,,
1978,6.13,6,13,123,Cavaliers,Cavaliers,Ron Bell,,NA,NA,NA,,
1978,6.14,6,14,124,Bucks,Bucks,Dave Kyle,,NA,NA,NA,,
1978,6.15,6,15,125,Wizards,Wizards,Archie Aldridge,,NA,NA,NA,,
1978,6.16,6,16,126,Lakers,Lakers,Kim Stewart,,NA,NA,NA,,
1978,6.17,6,17,127,Nuggets,Nuggets,Robert Heard,,NA,NA,NA,,
1978,6.18,6,18,128,Suns,Suns,Charles Thompson,,NA,NA,NA,,
1978,6.19,6,19,129,Spurs,Spurs,Harry Morgan,,NA,NA,NA,,
1978,6.2,6,2,130,76ers,76ers,Osborne Lockhart,,NA,NA,NA,,
1978,6.21,6,21,131,Trail Blazers,Trail Blazers,Tim Evans,,NA,NA,NA,,
1978,7.1,7,1,132,Nets,Nets,Doug Jemison,,NA,NA,NA,,
1978,7.2,7,2,133,Clippers,Clippers,Stan Pietkiewicz,6'5'',6.4166641,77,200,Auburn,7/14/56
1978,7.3,7,3,134,Rockets,Rockets,Stan Stewart,,NA,NA,NA,,
1978,7.4,7,4,135,Pacers,Pacers,Ollie Matson,,NA,NA,NA,,
1978,7.5,7,5,136,Kings,Kings,Charles McMilliam,,NA,NA,NA,,
1978,7.6,7,6,137,Celtics,Celtics,Steve Balkun,,NA,NA,NA,,
1978,7.7,7,7,138,Pistons,Pistons,Herb Entzminger,,NA,NA,NA,,
1978,7.8,7,8,139,Jazz,Jazz,Willie Howard,,NA,NA,NA,,
1978,7.9,7,9,140,Bulls,Bulls,Jarvis Reynolds,,NA,NA,NA,,
1978,7.1,7,1,141,Hawks,Hawks,Jim DeWeese,,NA,NA,NA,,
1978,7.11,7,11,142,Warriors,Warriors,Rick Bernard,,NA,NA,NA,,
1978,7.12,7,12,143,Cavaliers,Cavaliers,Tony Smith,,NA,NA,NA,,
1978,7.13,7,13,144,Knicks,Knicks,Gary Pember,,NA,NA,NA,,
1978,7.14,7,14,145,Wizards,Wizards,Ed Hopkins,,NA,NA,NA,,
1978,7.15,7,15,146,Bucks,Bucks,Kim Anderson,,NA,NA,NA,,
1978,7.16,7,16,147,Lakers,Lakers,Larry Paige,,NA,NA,NA,,
1978,7.17,7,17,148,Nuggets,Nuggets,Jack Gilloon,,NA,NA,NA,,
1978,7.18,7,18,149,Suns,Suns,Steve Malovic,6'10'',6.8333306,82,230,San Diego State,7/21/56
1978,7.19,7,19,150,Spurs,Spurs,Hector Olivencia,,NA,NA,NA,,
1978,7.2,7,2,151,76ers,76ers,Anthony Murray,,NA,NA,NA,,
1978,7.21,7,21,152,Trail Blazers,Trail Blazers,Walter Reason,,NA,NA,NA,,
1978,8.1,8,1,153,Nets,Nets,Bruce Campbell,,NA,NA,NA,,
1978,8.2,8,2,154,Clippers,Clippers,Felton Young,,NA,NA,NA,,
1978,8.3,8,3,155,Kings,Kings,Ron Hammye,,NA,NA,NA,,
1978,8.4,8,4,156,Celtics,Celtics,Kim Fisher,,NA,NA,NA,,
1978,8.5,8,5,157,Pistons,Pistons,Earl Evans,6'8'',6.666664,80,202,UNLV,11/11/55
1978,8.6,8,6,158,Jazz,Jazz,Carl Kilpatrick,6'10'',6.8333306,82,230,Northeast Louisiana,5/16/56
1978,8.7,8,7,159,Bulls,Bulls,Chubby Cox,,NA,NA,NA,,
1978,8.8,8,8,160,Hawks,Hawks,Ed Murphy,,NA,NA,NA,,
1978,8.9,8,9,161,Cavaliers,Cavaliers,Roland Martin,,NA,NA,NA,,
1978,8.1,8,1,162,Knicks,Knicks,Greg Sanders,,NA,NA,NA,,
1978,8.11,8,11,163,Warriors,Warriors,Tony Searcy,,NA,NA,NA,,
1978,8.12,8,12,164,Bucks,Bucks,Tom Zaligaris,,NA,NA,NA,,
1978,8.13,8,13,165,Wizards,Wizards,Nestor Cora,,NA,NA,NA,,
1978,8.14,8,14,166,Nuggets,Nuggets,Larry Vaculik,,NA,NA,NA,,
1978,8.15,8,15,167,Suns,Suns,George Fowler,,NA,NA,NA,,
1978,8.16,8,16,168,Spurs,Spurs,Henry Taylor,,NA,NA,NA,,
1978,8.17,8,17,169,76ers,76ers,Alan Cunningham,,NA,NA,NA,,
1978,8.18,8,18,170,Trail Blazers,Trail Blazers,Mark Wickman,,NA,NA,NA,,
1978,9.1,9,1,171,Nets,Nets,Frank Sowinski,,NA,NA,NA,,
1978,9.2,9,2,172,Clippers,Clippers,Bobby White,,NA,NA,NA,,
1978,9.3,9,3,173,Celtics,Celtics,Les Anderson,,NA,NA,NA,,
1978,9.4,9,4,174,Pistons,Pistons,Ulice Payne,,NA,NA,NA,,
1978,9.5,9,5,175,Jazz,Jazz,Chad Nelson,,NA,NA,NA,,
1978,9.6,9,6,176,Bulls,Bulls,Joe Ponsetto,,NA,NA,NA,,
1978,9.7,9,7,177,Hawks,Hawks,Maurice Robinson,,NA,NA,NA,,
1978,9.8,9,8,178,Knicks,Knicks,Danny Fields,,NA,NA,NA,,
1978,9.9,9,9,179,Warriors,Warriors,Bobby Humbles,,NA,NA,NA,,
1978,9.1,9,1,180,Cavaliers,Cavaliers,Steve Bayless,,NA,NA,NA,,
1978,9.11,9,11,181,Wizards,Wizards,Tim Claxton,,NA,NA,NA,,
1978,9.12,9,12,182,Bucks,Bucks,Gary Rosenberger,,NA,NA,NA,,
1978,9.13,9,13,183,Nuggets,Nuggets,Tom Schneeburger,,NA,NA,NA,,
1978,9.14,9,14,184,Suns,Suns,Nate Stokes,,NA,NA,NA,,
1978,9.15,9,15,185,Spurs,Spurs,Rick Taylor,,NA,NA,NA,,
1978,9.16,9,16,186,Trail Blazers,Trail Blazers,Paul Cozens,,NA,NA,NA,,
1978,10.1,10,1,187,Nets,Nets,Michael Vicens,,NA,NA,NA,,
1978,10.2,10,2,188,Celtics,Celtics,Walter Harrigan,,NA,NA,NA,,
1978,10.3,10,3,189,Pistons,Pistons,Dave Grauzer,,NA,NA,NA,,
1978,10.4,10,4,190,Jazz,Jazz,Rickey Williams,6'1'',6.0833309,73,175,Long Beach State,3/12/57
1978,10.5,10,5,191,Bulls,Bulls,Mark Tucker,,NA,NA,NA,,
1978,10.6,10,6,192,Hawks,Hawks,Marshall Lester,,NA,NA,NA,,
1978,10.7,10,7,193,Warriors,Warriors,Mike Muff,,NA,NA,NA,,
1978,10.8,10,8,194,Cavaliers,Cavaliers,Gary Winston,,NA,NA,NA,,
1978,10.9,10,9,195,Knicks,Knicks,Ernest Simons,,NA,NA,NA,,
1978,10.1,10,1,196,Bucks,Bucks,Tom Anderson,,NA,NA,NA,,
1978,10.11,10,11,197,Wizards,Wizards,Steve Connor,,NA,NA,NA,,
1978,10.12,10,12,198,Nuggets,Nuggets,Phil Taylor,,NA,NA,NA,,
1978,10.13,10,13,199,Suns,Suns,Lewis Cohen,,NA,NA,NA,,
1978,10.14,10,14,200,Spurs,Spurs,Larry Brewster,,NA,NA,NA,,
1978,10.15,10,15,201,76ers,76ers,Dennis James,,NA,NA,NA,,
1978,10.16,10,16,202,Trail Blazers,Trail Blazers,Tim Workington,,NA,NA,NA,,
1977,1.1,1,1,1,Bucks,Bucks,Kent Benson,6'10'',6.8333306,82,235,Indiana,12/27/54
1977,1.2,1,2,2,Kings,Kings,Otis Birdsong,6'3'',6.2499975,75,190,Houston,12/9/55
1977,1.3,1,3,3,Bucks,Bucks,Marques Johnson,6'7'',6.5833307,79,218,UCLA,2/8/56
1977,1.4,1,4,4,Wizards,Wizards,Greg Ballard,6'7'',6.5833307,79,215,Oregon,1/29/55
1977,1.5,1,5,5,Suns,Suns,Walter Davis,6'6'',6.4999974,78,193,North Carolina,9/9/54
1977,1.6,1,6,6,Lakers,Lakers,Kenny Carr,6'7'',6.5833307,79,220,North Carolina State,8/15/55
1977,1.7,1,7,7,Nets,Nets,Bernard King,6'7'',6.5833307,79,205,Tennessee,12/4/56
1977,1.8,1,8,8,SuperSonics,Sonics,Jack Sikma,6'11'',6.9166639,83,230,Illinois Wesleyan,11/14/55
1977,1.9,1,9,9,Nuggets,Nuggets,Tom LaGarde,6'10'',6.8333306,82,220,North Carolina,2/10/55
1977,1.1,1,1,10,Knicks,Knicks,Ray Williams,6'2'',6.1666642,74,188,Minnesota,10/14/54
1977,1.11,1,11,11,Bucks,Bucks,Ernie Grunfeld,6'6'',6.4999974,78,210,Tennessee,4/24/55
1977,1.12,1,12,12,Celtics,Celtics,Cedric Maxwell,6'8'',6.666664,80,205,UNC-Charlotte,11/21/55
1977,1.13,1,13,13,Bulls,Bulls,Tate Armstrong,6'3'',6.2499975,75,175,Duke,10/5/55
1977,1.14,1,14,14,Hawks,Hawks,Tree Rollins,7'1'',7.0833305,85,235,Clemson,6/16/55
